"Name","Gross Export","Share","Code","Sector"
"Diagnostic or laboratory reagents","1259133","0.0024552116189179973","3822","Chemicals"
"Industrial monocarboxylic fatty acids","21020224","0.0409878052573151","3823","Chemicals"
"Polymers of ethylene","200136576","0.39025078904743565","3901","Chemicals"
"Polymers of propylene","163155824","0.31814119301053967","3902","Chemicals"
"Polymers of styrene","205117280","0.3999627752563519","3903","Chemicals"
"Polymers of vinyl chloride","91340640","0.1781071583441987","3904","Chemicals"
"Polymers of vinyl acetate","10424441","0.0203268508282486","3905","Chemicals"
"Acrylic polymers","3978775","0.007758302426400113","3906","Chemicals"
"Polyacetals","195235120","0.3806933302874672","3907","Chemicals"
"Polyamides","58650","0.00011436294771842255","3908","Chemicals"
"Amino-resins","30879540","0.06021270619929988","3909","Chemicals"
"Silicones in primary forms","395907","0.000771987920585806","3910","Chemicals"
"Petroleum resins","569636","0.0011107459861301168","3911","Chemicals"
"Cellulose n.e.c.","612391","0.0011941149175828218","3912","Chemicals"
"Natural polymers","1491712","0.0029087226166571787","3913","Chemicals"
"Ion-exchangers based on polymers","1936590","0.0037762001862236983","3914","Chemicals"
"Plastic waste","1567894","0.003057271603581047","3915","Chemicals"
"Monofilament","2676793","0.005219538583325481","3916","Chemicals"
"Plastic tubes and fittings","80903320","0.15775519446558925","3917","Chemicals"
"Plastic floor coverings","5599661","0.010918904316860864","3918","Chemicals"
"Self-adhesive plastic sheets","2458459","0.004793804229921319","3919","Chemicals"
"Other plates of plastics, noncellular and not reinforced","246258672","0.4801852963536943","3920","Chemicals"
"Other plastic plates, sheets etc.","10914889","0.021283186360773833","3921","Chemicals"
"Baths, sinks etc.","86236592","0.16815466090896736","3922","Chemicals"
"Packing lids","51593532","0.10060338282565662","3923","Chemicals"
"Plastic household articles","10982093","0.021414228944549946","3924","Chemicals"
"Plastic builders' ware","5149651","0.010041419745628685","3925","Chemicals"
"Other articles of plastic","133255064","0.2598370318405294","3926","Chemicals"
"Natural rubber","1519408","0.00296272766695572","4001","Chemicals"
"Synthetic rubber","769990","0.0015014207351015886","4002","Chemicals"
"Reclaimed rubber","324949","0.0006336253281867636","4003","Chemicals"
"Scrap of rubber","1076490","0.002099071945258392","4004","Chemicals"
"Compounded rubber","1000681","0.0019512502793830996","4005","Chemicals"
"Unvulcanized rubber rods","314514","0.000613277888128081","4006","Chemicals"
"Vulcanized rubber thread and cord","4275","0.000008335918184079394","4007","Chemicals"
"Vulcanized rubber plates","1798738","0.003507399485987041","4008","Chemicals"
"Vulcanized rubber tubes","555719","0.0010836089163364716","4009","Chemicals"
"Conveyor belts of vulcanized rubber","211988","0.00041336014596646134","4010","Chemicals"
"New pneumatic tires of rubber","99218080","0.19346755491495762","4011","Chemicals"
"Used pneumatic tires of rubber","454084","0.0008854285550174286","4012","Chemicals"
"Rubber inner tubes","235482","0.0004591716224148266","4013","Chemicals"
"Rubber hygenic or pharmeceutical items","56197","0.00010957978811478586","4014","Chemicals"
"Vulcanized rubber articles of apparel","73150","0.00014263682226091406","4015","Chemicals"
"Other articles of vulcanized rubber","1088944","0.002123356278606819","4016","Chemicals"
"Hard rubber","428270","0.0008350932586422647","4017","Chemicals"
"Raw hides of bovines or equines","821804","0.0016024540134150131","4101","Agriculture"
"Raw skins of sheep or lambs","350392","0.0006832372033581162","4102","Agriculture"
"Other raw hides and skins","1045334","0.002038320163517298","4103","Agriculture"
"Tanned hides of bovines or equines","135859952","0.2649163612549599","4104","Agriculture"
"Tanned sheepskins","11586782","0.022593325559944748","4105","Agriculture"
"Tanned skins of other animals","4418319","0.00861537910997976","4106","Agriculture"
"Bovine leather further prepared","35041588","0.06832837675046041","4107","Agriculture"
"Chamois leather","150481","0.0002934262700019769","4108","Agriculture"
"Patent leather","116291","0.00022675842375316415","4109","Agriculture"
"Waste of leather","1651","0.0000032193218530795506","4110","Agriculture"
"Composition leather","2640965","0.005149676764214558","4111","Agriculture"
"Saddlery and harnesses","16970","0.00003309018282662627","4201","Agriculture"
"Trunks or cases","1307574","0.0025496678090361235","4202","Agriculture"
"Leather apparel","346081","0.0006748310879682761","4203","Agriculture"
"Other articles of leather","1992974","0.0038861446098239633","4205","Agriculture"
"Articles of gut","293183","0.0005716840937925026","4206","Agriculture"
"Other raw furskins","26604","0.00005187573505713408","4301","Agriculture"
"Other tanned furskins","49120","0.00009578018741566778","4302","Agriculture"
"Furskin apparel","19978","0.00003895554935240658","4303","Agriculture"
"Fuel wood","4694425","0.009153764379250738","4401","Agriculture"
"Wood charcoal","12362445","0.02410580820472079","4402","Agriculture"
"Wood in the rough","40217","0.00007842002844657799","4403","Agriculture"
"Strips and other pieces of wood","47425","0.00009247506897776963","4404","Agriculture"
"Wood wool or flour","16466","0.000032107421945976907","4405","Agriculture"
"Wood sawn lengthwise","1046920","0.0020414127404155317","4407","Agriculture"
"Sheets for veneering for plywood","407018","0.0007936535081748833","4408","Agriculture"
"Wood shaped along its edges","20094932","0.03918355767640675","4409","Agriculture"
"Particle board and similar board","1723539","0.0033607672727649154","4410","Agriculture"
"Fiberboard of wood","8102297","0.015798850267862437","4411","Agriculture"
"Plywood","1736494","0.003386028517226845","4412","Agriculture"
"Densified wood","240374","0.00046871064270874853","4413","Agriculture"
"Wooden frames","505185","0.0009850715386723152","4414","Agriculture"
"Packing boxes","3259093","0.006354978386504295","4415","Agriculture"
"Wooden tools","183775","0.00035834698579630185","4417","Agriculture"
"Wood carpentry for construction","3645293","0.0071080384105256895","4418","Agriculture"
"Wooden kitchenware","57260","0.00011165255560710786","4419","Agriculture"
"Wood marquetry, ornaments, etc.","876797","0.0017096860949815812","4420","Agriculture"
"Other articles of wood","4246401","0.00828015235386969","4421","Agriculture"
"Natural cork, raw","1885","0.000003675603690523896","4501","Agriculture"
"Natural cork, debacked","50665","0.00009879281749622981","4502","Agriculture"
"Articles of natural cork","594940","0.0011600868220903377","4503","Agriculture"
"Agglomerated cork","165293","0.0003223085203277275","4504","Agriculture"
"Products of plaiting materials","907884","0.0017703033320783008","4601","Agriculture"
"Basketwork","4740801","0.009244193979649536","4602","Agriculture"
"Mechanical woodpulp","5731","0.000011175005172621988","4701","Agriculture"
"Chemical woodpulp, sulfite","887","0.000001729581153047584","4704","Agriculture"
"Semichemical woodpulp","1575","0.0000030711277520292497","4705","Agriculture"
"Pulps of recovered paper fibers","83652","0.00016311490711920688","4706","Agriculture"
"Paper waste","48260","0.0000941032541669407","4707","Agriculture"
"Newsprint","38576","0.00007522020581732086","4801","Agriculture"
"Paper used for graphic purposes","18943770","0.03693888112702168","4802","Agriculture"
"Tissue","42111240","0.0821136494199138","4803","Agriculture"
"Uncoated kraft paper and paperboard","6750875","0.013163682262209818","4804","Agriculture"
"Other uncoated paper and paperboard","7155660","0.013952981593705156","4805","Agriculture"
"Transparent paper","5306","0.000010346288160169651","4806","Agriculture"
"Uncoated composite paper","209764","0.00040902351858835786","4807","Agriculture"
"Corrugated paper and paperboard","2099910","0.004094661509691265","4808","Agriculture"
"Carbon paper","1983416","0.0038675072516945056","4809","Agriculture"
"Paper and paperboard, coated with kaolin","1944914","0.0037924313401334706","4810","Agriculture"
"Cellulose wadding, coated","3535574","0.006894094876668612","4811","Agriculture"
"Filter blocks of paper pulp","37619","0.00007335413009751642","4812","Agriculture"
"Cigarette paper","195977","0.00038213993870440396","4813","Agriculture"
"Wallpaper","258192","0.0005034543597155149","4814","Agriculture"
"Other carbon paper","319353","0.0006227135625357442","4816","Agriculture"
"Letterstock","750578","0.0014635688418175303","4817","Agriculture"
"Toilet paper","260971584","0.5088743327704334","4818","Agriculture"
"Cardboard packing containers","40561312","0.07909141012185208","4819","Agriculture"
"Notebooks","24626152","0.04801908497326389","4820","Agriculture"
"Paper labels","736085","0.0014353086167317145","4821","Agriculture"
"Bobbins, spools, cops of paper","43721","0.00008525255647394974","4822","Agriculture"
"Other paper cut to size","6578817","0.01282818251696623","4823","Agriculture"
"Books, brochures etc.","23520550","0.045863246887613694","4901","Agriculture"
"Newspapers, journals and periodicals","5180884","0.010102321671393211","4902","Agriculture"
"Children's books","18312","0.000035706978663593416","4903","Agriculture"
"Maps","64598","0.0001259610860479908","4905","Agriculture"
"Architectural, engineering, etc. drawings","21165","0.000041270107220126396","4906","Agriculture"
"Unused stamps","159035","0.0003101059060596646","4907","Agriculture"
"Transfers (decalcomanias)","84310","0.0001643979560467213","4908","Agriculture"
"Printed or illustrated postcards","374858","0.0007309440043620194","4909","Agriculture"
"Calendars","48425","0.00009442499136001043","4910","Agriculture"
"Other printed matter","876263","0.0017086448364294644","4911","Agriculture"
"Silk yarn","840703","0.0016393055965169818","5004","Textiles"
"Yarn from silk waste","78130","0.0001523474357244732","5005","Textiles"
"Silk yarn, for retail sale","60102","0.00011719423501743618","5006","Textiles"
"Woven silk fabrics","370902","0.0007232301114178749","5007","Textiles"
"Wool","4073230","0.007942482345014669","5101","Textiles"
"Animal hair","61488","0.00011989682743922192","5102","Textiles"
"Wool or animal hair waste","2863135","0.0055828910198769946","5103","Textiles"
"Wool, combed","32395958","0.0631696035983327","5105","Textiles"
"Yarn of carded wool, not for retail sale","319183","0.0006223820757307632","5106","Textiles"
"Yarn of combed wool, not for retail sale","112252","0.00021888268725129358","5107","Textiles"
"Yarn of animal hair, not for retail sale","722540","0.001408896918064263","5108","Textiles"
"Yarn of wool or animal hair, for retail sale","187156","0.00036493967337065795","5109","Textiles"
"Yarn of coarse animal hair or of horsehair","9224","0.00001798608405378908","5110","Textiles"
"Woven fabrics of carded wool","8070680","0.01573719957190313","5111","Textiles"
"Woven fabrics of combed wool","568778","0.001109072952726154","5112","Textiles"
"Raw cotton","77203896","0.15054160480659048","5201","Textiles"
"Cotton waste","2375333","0.004631714981975171","5202","Textiles"
"Cotton, carded or combed","894514","0.0017442328698277412","5203","Textiles"
"Cotton sewing thread","10338291","0.020158865015018554","5204","Textiles"
"Cotton yarn of > 85%","198720544","0.38748963655666646","5205","Textiles"
"Cotton yarn of < 85%","7177677","0.013995913034794952","5206","Textiles"
"Cotton yarn for retail sale","16093775","0.03138161208724733","5207","Textiles"
"Woven fabrics of cotton of > 85% weighing < 200 g/m2","48796228","0.09514885714612492","5208","Textiles"
"Woven fabrics of cotton of < 85% weighing > 200 g/m2","88733416","0.17302327391108335","5209","Textiles"
"Woven fabrics of cotton of < 85% weighing < 200 g/m2","1939729","0.003782320992581552","5210","Textiles"
"Woven fabrics of cotton of < 85% weighing > 200 g/m2","2155975","0.004203983908051595","5211","Textiles"
"Other woven cotton fabrics","1507591","0.00293968543416478","5212","Textiles"
"Flax, raw or processed","11058917","0.021564029781643214","5301","Textiles"
"Hemp fiber","114584","0.0002234299062466791","5302","Textiles"
"Textile bast fibers","289452","0.0005644089333843622","5303","Textiles"
"Vegetable textile fibers","44451","0.00008667599981298551","5305","Textiles"
"Flax yarn","6461719","0.0125998505058506","5306","Textiles"
"Yarn of textile bast fibers","14089","0.000027472456443390544","5307","Textiles"
"Yarn of other vegetable textile fibers","233475","0.0004552581281936693","5308","Textiles"
"Woven fabrics of flax","462882","0.000902583972136383","5309","Textiles"
"Woven fabrics of jute or of other textile bast fibers","603254","0.0011762984767762878","5310","Textiles"
"Synthetic sowing thread","7147293","0.013936666593132948","5401","Textiles"
"Synthetic filament yarn","21233800","0.041404261880024565","5402","Textiles"
"Artificial filament yarn","559394","0.0010907748810912066","5403","Textiles"
"Synthetic monofilament >67 dtex, thickness < 1mm","1837695","0.0035833626122319952","5404","Textiles"
"Artificial monofilament >67dtex t<1mm, strip, straws t<5mm","9150149","0.017842080335938214","5405","Textiles"
"Synthetic filament yarn for retail sale","675865","0.001317884290873174","5406","Textiles"
"Woven fabrics of synthetic filament yarn","60572028","0.11811075313491605","5407","Textiles"
"Woven fabrics of artificial filament yarn","4708671","0.00918154297350814","5408","Textiles"
"Synthetic filament tow","14733639","0.028729452457955867","5501","Textiles"
"Artificial filament tow","320252","0.0006244665427573787","5502","Textiles"
"Synthetic staple fibers","34686568","0.06763611530631729","5503","Textiles"
"Artificial staple fibers, not processed for spinning","334563","0.0006523718819696267","5504","Textiles"
"Waste of man-made fibers","1598234","0.0031164322486582326","5505","Textiles"
"Synthetic staple fibers, processed","5166050","0.010073396522775053","5506","Textiles"
"Artificial staple fibers, processed","42003","0.00008190258982126006","5507","Textiles"
"Synthetic staple fibers sewing thread","22172998","0.04323562508158035","5508","Textiles"
"Yarn of synthetic staple fibers, not for retail sale","24093208","0.04697988553918295","5509","Textiles"
"Yarn of artificial staple fibers, not for retail sale","5964617","0.011630540189793936","5510","Textiles"
"Yarn of synthetic staple fibers, for retail sale","45447","0.00008861812250569736","5511","Textiles"
"Woven fabrics of > 85% synthetic staple fibers","6385454","0.012451139675369004","5512","Textiles"
"Woven fabrics of < 85% synthetic staple fibers weighing < 170 g/m2","2250868","0.0043890178926695705","5513","Textiles"
"Woven fabrics of < 85% synthetic staple fibers weighing > 170 g/m2","3306685","0.006447779092519899","5514","Textiles"
"Other woven fabrics of synthetic staple fibers","6246320","0.012179839174638314","5515","Textiles"
"Woven fabrics of artificial staple fibers","881830","0.001719500054331399","5516","Textiles"
"Wadding of textile materials","293426","0.0005721579249313871","5601","Textiles"
"Felt","172082","0.00033554654338076024","5602","Textiles"
"Nonwoven textiles","28628934","0.05582419918629446","5603","Textiles"
"Rubber textiles","2098889","0.004092670638938997","5604","Textiles"
"Metallised yarn","23651","0.000046117614262377006","5605","Textiles"
"Gimp yarn","39941","0.00007788184986907954","5606","Textiles"
"Twine and ropes of baste fibers","2162673","0.0042170444881678435","5607","Textiles"
"Nets","1161841","0.002265499770505026","5608","Textiles"
"Articles of yarn, rope etc not elsewhere clasified","254544","0.0004963410428651005","5609","Textiles"
"Carpets, knotted","124836632","0.2434217428603573","5701","Textiles"
"Woven carpets and rugs","212180256","0.4137350302439814","5702","Textiles"
"Carpets, tufted","89439768","0.17440060548562392","5703","Textiles"
"Carpets of felt","16838012","0.03283281647123907","5704","Textiles"
"Other carpets","5008244","0.009765687071323161","5705","Textiles"
"Woven pile fabrics","9738860","0.018990021091509577","5801","Textiles"
"Terry cloth","1934670","0.0037724563352497967","5802","Textiles"
"Lace and net fabrics","2961319","0.0057743421990549245","5804","Textiles"
"Hand-woven tapestries","187736","0.00036607062835235764","5805","Textiles"
"Narrow woven fabrics","1020314","0.0019895331055136333","5806","Textiles"
"Labels and badges of textiles","63962","0.00012472093541288564","5807","Textiles"
"Braids in piece","791507","0.0015433772150002638","5808","Textiles"
"Woven fabric incorporating metal threads","2700489","0.005265743944095059","5809","Textiles"
"Embroidery in the piece","1325483","0.002584588968979674","5810","Textiles"
"Quilted textile products","145958384","0.28460751983729654","5811","Textiles"
"Stiffened textiles","7982","0.000015564280455046016","5901","Textiles"
"Tire cord fabric","26499970","0.05167288463170957","5902","Textiles"
"Textile fabrics impregnated with plastics","319691","0.0006233726363009416","5903","Textiles"
"Linoleum","85405","0.00016653312105527498","5904","Textiles"
"Textile wall coverings","11992","0.000023383469207831598","5905","Textiles"
"Rubberized textile fabrics","251929","0.0004912419958355409","5906","Textiles"
"Other textile fabrics impregnated, coated or covered","25061","0.00004886700482133653","5907","Textiles"
"Textile wicks","142223","0.0002773238109694324","5908","Textiles"
"Textile hosepiping and similar tubing","5536","0.000010794770308085033","5909","Textiles"
"Transmission belts or belting, of textile material","3280","0.000006395745413749803","5910","Textiles"
"Textile articles for technical use","226600","0.00044185241181576385","5911","Textiles"
"Pile fabrics, knit","852998","0.0016632798922066327","6001","Textiles"
"Other knitted fabrics","19104204","0.0372517149744941","6002","Textiles"
"Men's overcoats, knit","8716035","0.016995591730894134","6101","Textiles"
"Women's overcoats, knit","5917068","0.01153782333044077","6102","Textiles"
"Men's suits, knit","94246048","0.18377247843294017","6103","Textiles"
"Women's suits, knit","74945856","0.14613860207059548","6104","Textiles"
"Men's shirts, knit","49194440","0.09592533963780178","6105","Textiles"
"Women's shirts, knit","10542783","0.02055760854280774","6106","Textiles"
"Men's undergarments, knit","48647676","0.09485919227639829","6107","Textiles"
"Women's undergarments, knit","15972386","0.0311449129591895","6108","Textiles"
"T-shirts, knit","139808784","0.27261627715546854","6109","Textiles"
"Sweaters, pullovers, sweatshirts etc., knit","119808600","0.23361747072493436","6110","Textiles"
"Babies' garments, knit","18520190","0.03611293300435212","6111","Textiles"
"Activewear, knit","3621067","0.007060799590893525","6112","Textiles"
"Garments knit with impregnated fibers","322421","0.000628695924404459","6113","Textiles"
"Other garments, knit","39483064","0.07698891021304571","6114","Textiles"
"Socks, stockings, etc., knit","5899191","0.01150296456801345","6115","Textiles"
"Gloves, knit","56882","0.00011091548494662083","6116","Textiles"
"Other clothing accesories, knit","1676416","0.0032688810803465826","6117","Textiles"
"Men's overcoats, not knit","3771426","0.007353987970364868","6201","Textiles"
"Womens overcoats, not knit","11458345","0.022342883378936886","6202","Textiles"
"Men's suits and pants","388053248","0.7566737137764376","6203","Textiles"
"Women's suits and pants","241425984","0.47076192985610776","6204","Textiles"
"Men's shirts","47961820","0.09352182631100414","6205","Textiles"
"Women's shirts","15077236","0.029399439938726655","6206","Textiles"
"Men's undergarments","9187259","0.017914441955543172","6207","Textiles"
"Women's undergarments","8584114","0.016738356020306547","6208","Textiles"
"Babies' garments","6920570","0.013494574340864169","6209","Textiles"
"Garments made of textile felts and nonwoven fabric","202058416","0.3939982278785213","6210","Textiles"
"Activewear","11017192","0.021482669270244215","6211","Textiles"
"Brassieres","1370530","0.002672427122532475","6212","Textiles"
"Handkerchiefs","132894","0.00025913298506550803","6213","Textiles"
"Shawls, scarves, etc.","989699","0.0019298362317813312","6214","Textiles"
"Ties, bow ties and cravats","72936","0.00014221953887111452","6215","Textiles"
"Gloves","38859","0.000075772033851495","6216","Textiles"
"Other clothing accesories","1298681","0.002532327149290856","6217","Textiles"
"Blankets","2672636","0.005211432755982506","6301","Textiles"
"House linen","224879552","0.4384976717530824","6302","Textiles"
"Curtains","24728508","0.04821867122862052","6303","Textiles"
"Other furnishing articles","13420836","0.026169588504783004","6304","Textiles"
"Bags for packing goods","27565398","0.05375038653557561","6305","Textiles"
"Tents, tarpaulins, etc.","655116","0.0012774253513640598","6306","Textiles"
"Other made up articles","4056559","0.007909975188980331","6307","Textiles"
"Needlecraft sets of woven fabric and yarn","8759237","0.017079832277651703","6308","Textiles"
"Used clothes and textiles","216988","0.0004231097578776653","6309","Textiles"
"Used or new rags textile scraps","383647","0.0007480818721795337","6310","Textiles"
"Waterproof footwear","75338","0.0001469032524332569","6401","Textiles"
"Other footwear of rubber or plastics","788464","0.001537443601191105","6402","Textiles"
"Leather footwear","11460631","0.02234734090150269","6403","Textiles"
"Textile footwear","373559","0.0007284110551874886","6404","Textiles"
"Other footwear","1026413","0.00200142568212292","6405","Textiles"
"Parts of footwear","1037678","0.0020233915577588624","6406","Textiles"
"Hat shapes","1957","0.000003815998102045234","6502","Textiles"
"Hats","19989","0.00003897699849861122","6504","Textiles"
"Hats, knit","751873","0.0014660939913025322","6505","Textiles"
"Other headgear","98159","0.00019140243111837404","6506","Textiles"
"Umbrellas","111497","0.00021741049585270175","6601","Textiles"
"Walking sticks","39541","0.00007710188091618323","6602","Textiles"
"Parts of umbrellas or walking sticks","44901","0.00008755346488499387","6603","Textiles"
"Feathers or down","14031","0.000027359360945220578","6701","Textiles"
"Artificial flowers","95470","0.00018615908983252857","6702","Textiles"
"Human animal hair prepared for use in wigs","1243","0.0000024237535211253065","6703","Textiles"
"Wigs","5359","0.000010449634046428412","6704","Textiles"
"Flagstones, of natural stone","17407418","0.033943113975221276","6801","Stone"
"Worked building stone","193203840","0.3767324919508691","6802","Stone"
"Worked slate","126154","0.0002459905082092051","6803","Stone"
"Grindstones","183519","0.0003578478056664482","6804","Stone"
"Natural or artificial abrasive powder","110199","0.00021487949660055323","6805","Stone"
"Mineral wools and insulating materials","1757422","0.00342683649284238","6806","Stone"
"Asphalt","31819774","0.06204608952044367","6807","Stone"
"Panels of vegetable fibers","85591","0.00016689580661837175","6808","Stone"
"Plaster articles","288085","0.000561743389487839","6809","Stone"
"Articles of cement, of concrete or of artificial stone","3348675","0.0065296563333501895","6810","Stone"
"Asbestos-cement or cellulose fiber-cement","2112678","0.004119558118667715","6811","Stone"
"Asbestos fibres","814779","0.0015887558086797714","6812","Stone"
"Friction material and articles thereof","460048","0.0008970578921051126","6813","Stone"
"Mica articles","8253","0.00001609270942063327","6814","Stone"
"Articles of stone or of other mineral substances","2234560","0.004357218558459988","6815","Stone"
"Bricks, blocks, and other ceramic goods","101992","0.00019887648360950301","6901","Stone"
"Bricks, tiles and similar refractory ceramic constructional goods","5464595","0.01065553610038113","6902","Stone"
"Other refractory ceramic goods","2272188","0.004430590237858944","6903","Stone"
"Ceramic building bricks","3537321","0.006897501391070387","6904","Stone"
"Architectural ceramic ornaments","202234","0.00039434060305008466","6905","Stone"
"Ceramic pipes","8246094","0.016079243256661515","6906","Stone"
"Unglazed ceramic flags and pavers","77457688","0.15103647950782412","6907","Stone"
"Glazed ceramic flags and pavers","167898800","0.32738962807137056","6908","Stone"
"Ceramic wares for technical ware","305795","0.0005962765148773236","6909","Stone"
"Ceramic sinks, washbasins, and similar sanitary fixtures","118757696","0.23156828949374794","6910","Stone"
"Porcelain or china household articles","7472462","0.014570720904243805","6911","Stone"
"Ceramic household articles","456711","0.0008905510011155751","6912","Stone"
"Ornamental ceramic articles","693419","0.0013521132283710287","6913","Stone"
"Other ceramic articles","24512430","0.0477973359001107","6914","Stone"
"Cullet and other scraps of glass","46943","0.00009153520638952957","7001","Stone"
"Glass balls","15946702","0.031094831152724028","7002","Stone"
"Glass, cast or rolled","12759812","0.024880643011984664","7003","Stone"
"Drawn and blown glass","612011","0.0011933739470775704","7004","Stone"
"Float glass","46613472","0.09089265236675453","7005","Stone"
"Worked glass","357236","0.0006965824721421721","7006","Stone"
"Safety glass","20277020","0.03953861514314422","7007","Stone"
"Multiple-walled insulating glass","621510","0.0012118962597864756","7008","Stone"
"Glass mirrors","2340050","0.00456291587056257","7009","Stone"
"Glass containers for conveyance","35447204","0.06911929646745539","7010","Stone"
"Glass envelopes","271513","0.0005294292757693445","7011","Stone"
"Glassware for interior decorative use","118504664","0.2310748967335248","7013","Stone"
"Signaling glassware","155352","0.0003029243419258718","7014","Stone"
"Clock or watch glasses and similar glasses","164072","0.00031992766509901147","7015","Stone"
"Glass paving blocks or other molded products","747448","0.0014574655847611167","7016","Stone"
"Laboratory, hygienic or pharmaceutical glassware","201189","0.00039230293416064307","7017","Stone"
"Glass beads","22805094","0.04446816321970523","7018","Stone"
"Glass fibers","49810496","0.09712660102091553","7019","Stone"
"Other articles of glass","3162315","0.006166268798195795","7020","Stone"
"Pearls","204670","0.00039909061397322323","7101","Stone"
"Diamonds","40217","0.00007842002844657799","7102","Stone"
"Precious stones","1137978","0.002218968772697614","7103","Stone"
"Synthetic precious stones","10474","0.000020423487031590073","7104","Stone"
"Silver","106255","0.0002071890027249955","7106","Stone"
"Silver clad metals","31064","0.00006057238888192802","7107","Stone"
"Gold","571313088","1.1140161775583042","7108","Stone"
"Gold clad metals","1163","0.000002267759730546043","7109","Stone"
"Platinum","1988806","0.0038780173333347835","7110","Stone"
"Platinum clad metals","422806","0.000824438882745701","7111","Stone"
"Scrap of precious metal","20454856","0.0398853815399124","7112","Stone"
"Jewelry of precious metal","11096158","0.02163664684108024","7113","Stone"
"Goldsmith and silversmith wares","26946","0.00005254260851186043","7114","Stone"
"Other articles of precious metals","10772","0.000021004563901497827","7115","Stone"
"Articles of precious stones","72168","0.0001407219984815536","7116","Stone"
"Imitation jewelry","1070055","0.002086524194728672","7117","Stone"
"Coin","9384","0.000018298071634947608","7118","Stone"
"Pig iron","437289","0.0008526796086076944","7201","Metals"
"Ferroalloys","55228308","0.10769091390248828","7202","Metals"
"Ferrous products from the reduction of iron ore","541578","0.0010560350639292045","7203","Metals"
"Ferrous waste and scrap","19041208","0.03712887766410246","7204","Metals"
"Powders of iron or steel","13307724","0.025949028884282983","7205","Metals"
"Iron and nonalloy steel","48145780","0.09388053403244116","7206","Metals"
"Semifinished products of iron or nonalloy steel","35112324","0.0684663064600906","7207","Metals"
"Flat-rolled iron, width > 600mm, hot-rolled, not clad","281858848","0.5496028763478058","7208","Metals"
"Flat-rolled iron, width > 600mm, cold-rolled, not clad","19822380","0.03865210243128226","7209","Metals"
"Flat rolled iron, width > 600mm, clad","96952664","0.18905016955147125","7210","Metals"
"Flat-rolled iron, width < 600mm, not clad","691757","0.0013488724573717447","7211","Metals"
"Flat-rolled iron, width < 600mm, clad","621924","0.0012127035276527233","7212","Metals"
"Hot rolled bars of iron","85740504","0.16718732781420628","7213","Metals"
"Other bars of iron, not further worked than forged","59205128","0.11544540423063111","7214","Metals"
"Other bars and rods of iron or nonalloy steel","3055584","0.005958151632416853","7215","Metals"
"Angles of iron or nonalloy steel","5991373","0.01168271231305317","7216","Metals"
"Wire of iron or nonalloy steel","18867920","0.03679097951432871","7217","Metals"
"Stainless steel in ingots","1364701","0.0026610610249663933","7218","Metals"
"Flat-rolled products of stainless steel of a width > 600 mm","1012968","0.001975208975693692","7219","Metals"
"Flat-rolled products of stainless steel of a width < 600 mm","2678","0.000005221892139640845","7220","Metals"
"Bars of stainless steel, hot-rolled","104625","0.00020401062924194305","7221","Metals"
"Other bars and rods of stainless steel","82821","0.00016149452161956477","7222","Metals"
